class combined
population/area	coverage	average_hit	pc90
World	128	0.0	62.9
World	129	0.0	62.9
World	130	0.0	62.9
World	131	0.0	62.9
World	132	0.0	62.9
World	133	0.0	62.9
World	134	0.0	62.9
World	135	0.0	62.9
World	136	0.0	62.9
World	137	0.0	62.9
World	138	0.0	62.9
World	139	0.0	62.9
World	140	0.0	62.9
World	141	9.19	62.9
World	142	0.0	53.71
World	143	0.0	53.71
World	144	0.0	53.71
World	145	0.0	53.71
World	146	0.0	53.71
World	147	0.0	53.71
World	148	0.0	53.71
World	149	0.0	53.71
World	150	0.0	53.71
World	151	0.0	53.71
World	152	0.0	53.71
World	153	0.0	53.71
World	154	0.0	53.71
World	155	0.0	53.71
World	156	0.0	53.71
World	157	1.15	53.71
World	158	0.0	52.56
World	159	0.0	52.56
World	160	0.0	52.56
World	161	0.0	52.56
World	162	0.0	52.56
World	163	0.0	52.56
World	164	0.0	52.56
World	165	0.0	52.56
World	166	0.0	52.56
World	167	0.0	52.56
World	168	0.0	52.56
World	169	0.0	52.56
World	170	0.0	52.56
World	171	0.0	52.56
World	172	0.0	52.56
World	173	0.0	52.56
World	174	0.0	52.56
World	175	0.0	52.56
World	176	0.0	52.56
World	177	0.0	52.56
World	178	0.0	52.56
World	179	0.0	52.56
World	180	0.0	52.56
World	181	0.0	52.56
World	182	0.62	52.56
World	183	0.0	51.94
World	184	0.0	51.94
World	185	0.0	51.94
World	186	0.0	51.94
World	187	0.0	51.94
World	188	0.0	51.94
World	189	0.0	51.94
World	190	0.0	51.94
World	191	0.0	51.94
World	192	0.0	51.94
World	193	0.0	51.94
World	194	0.0	51.94
World	195	0.0	51.94
World	196	0.0	51.94
World	197	0.0	51.94
World	198	0.0	51.94
World	199	0.0	51.94
World	200	0.0	51.94
World	201	0.0	51.94
World	202	0.0	51.94
World	203	0.0	51.94
World	204	0.0	51.94
World	205	0.0	51.94
World	206	0.0	51.94
World	207	0.0	51.94
World	208	0.0	51.94
World	209	0.0	51.94
World	210	0.0	51.94
World	211	0.0	51.94
World	212	0.0	51.94
World	213	0.0	51.94
World	214	0.0	51.94
World	215	0.0	51.94
World	216	0.0	51.94
World	217	1.85	51.94
World	218	0.0	50.09
World	219	0.0	50.09
World	220	5.26	50.09
World	221	0.0	44.83
World	222	0.0	44.83
World	223	0.0	44.83
World	224	0.0	44.83
World	225	0.0	44.83
World	226	0.0	44.83
World	227	0.0	44.83
World	228	0.0	44.83
World	229	0.0	44.83
World	230	0.0	44.83
World	231	0.0	44.83
World	232	0.0	44.83
World	233	0.0	44.83
World	234	0.0	44.83
World	235	1.32	44.83
World	236	0.69	43.51
World	237	0.0	42.82
World	238	0.0	42.82
World	239	0.0	42.82
World	240	0.0	42.82
World	241	0.0	42.82
World	242	0.0	42.82
World	243	0.0	42.82
World	244	0.0	42.82
World	245	0.0	42.82
World	246	0.0	42.82
World	247	0.63	42.82
World	248	0.0	42.19
World	249	0.0	42.19
World	250	0.0	42.19
World	251	0.18	42.19
World	252	0.0	42.01
World	253	0.0	42.01
World	254	0.0	42.01
World	255	0.0	42.01
World	256	0.0	42.01
World	257	0.0	42.01
World	258	0.0	42.01
World	259	0.0	42.01
World	260	0.0	42.01
World	261	0.0	42.01
World	262	0.0	42.01
World	263	0.0	42.01
World	264	0.0	42.01
World	265	0.0	42.01
World	266	0.0	42.01
World	267	0.0	42.01
World	268	0.0	42.01
World	269	0.0	42.01
World	270	0.0	42.01
World	271	0.0	42.01
World	272	0.0	42.01
World	273	0.0	42.01
World	274	0.0	42.01
World	275	0.0	42.01
World	276	0.0	42.01
World	277	0.0	42.01
World	278	0.0	42.01
World	279	0.0	42.01
World	280	0.0	42.01
World	281	0.0	42.01
World	282	0.0	42.01
World	283	0.0	42.01
World	284	0.0	42.01
World	285	0.0	42.01
World	286	0.0	42.01
World	287	0.0	42.01
World	288	0.0	42.01
World	289	0.0	42.01
World	290	0.0	42.01
World	291	0.0	42.01
World	292	0.0	42.01
World	293	0.0	42.01
World	294	0.0	42.01
World	295	0.0	42.01
World	296	1.11	42.01
World	297	0.0	40.91
World	298	0.0	40.91
World	299	0.0	40.91
World	300	0.0	40.91
World	301	0.0	40.91
World	302	0.0	40.91
World	303	0.0	40.91
World	304	1.01	40.91
World	305	0.0	39.89
World	306	0.0	39.89
World	307	0.0	39.89
World	308	0.0	39.89
World	309	0.0	39.89
World	310	0.0	39.89
World	311	0.29	39.89
World	312	0.0	39.6
World	313	0.0	39.6
World	314	0.0	39.6
World	315	0.0	39.6
World	316	0.0	39.6
World	317	0.0	39.6
World	318	0.0	39.6
World	319	0.0	39.6
World	320	0.14	39.6
World	321	0.0	39.46
World	322	0.0	39.46
World	323	0.0	39.46
World	324	0.0	39.46
World	325	0.0	39.46
World	326	0.38	39.46
World	327	0.0	39.09
World	328	0.0	39.09
World	329	0.0	39.09
World	330	0.0	39.09
World	331	0.0	39.09
World	332	0.0	39.09
World	333	0.0	39.09
World	334	0.0	39.09
World	335	0.0	39.09
World	336	0.0	39.09
World	337	0.0	39.09
World	338	0.0	39.09
World	339	0.0	39.09
World	340	0.0	39.09
World	341	0.1	39.09
World	342	0.0	38.99
World	343	1.98	38.99
World	344	0.0	37.01
World	345	0.0	37.01
World	346	0.0	37.01
World	347	0.0	37.01
World	348	0.0	37.01
World	349	0.0	37.01
World	350	0.0	37.01
World	351	0.0	37.01
World	352	0.0	37.01
World	353	0.0	37.01
World	354	0.0	37.01
World	355	0.0	37.01
World	356	0.0	37.01
World	357	0.0	37.01
World	358	0.0	37.01
World	359	0.27	37.01
World	360	0.0	36.74
World	361	1.12	36.74
World	362	0.0	35.62
World	363	0.0	35.62
World	364	0.0	35.62
World	365	3.02	35.62
World	366	0.0	32.6
World	367	0.0	32.6
World	368	0.0	32.6
World	369	0.0	32.6
World	370	0.0	32.6
World	371	0.0	32.6
World	372	0.0	32.6
World	373	0.0	32.6
World	374	0.0	32.6
World	375	0.0	32.6
World	376	0.29	32.6
World	377	0.0	32.31
World	378	4.91	32.31
World	379	0.0	27.39
World	380	0.22	27.39
World	381	0.4	27.17
World	382	0.0	26.76
World	383	0.0	26.76
World	384	0.0	26.76
World	385	0.0	26.76
World	386	0.0	26.76
World	387	0.0	26.76
World	388	0.0	26.76
World	389	0.0	26.76
World	390	0.0	26.76
World	391	0.0	26.76
World	392	0.0	26.76
World	393	0.0	26.76
World	394	0.64	26.76
World	395	0.0	26.12
World	396	0.0	26.12
World	397	0.0	26.12
World	398	0.0	26.12
World	399	0.0	26.12
World	400	8.86	26.12
World	401	0.0	17.26
World	402	0.0	17.26
World	403	0.0	17.26
World	404	0.0	17.26
World	405	0.0	17.26
World	406	0.0	17.26
World	407	0.0	17.26
World	408	0.0	17.26
World	409	0.0	17.26
World	410	0.08	17.26
World	411	0.0	17.19
World	412	0.0	17.19
World	413	0.0	17.19
World	414	0.0	17.19
World	415	0.0	17.19
World	416	1.11	17.19
World	417	0.0	16.07
World	418	0.0	16.07
World	419	0.43	16.07
World	420	0.0	15.64
World	421	0.0	15.64
World	422	0.0	15.64
World	423	0.0	15.64
World	424	0.0	15.64
World	425	0.0	15.64
World	426	0.0	15.64
World	427	0.0	15.64
World	428	0.0	15.64
World	429	0.0	15.64
World	430	0.0	15.64
World	431	0.0	15.64
World	432	0.0	15.64
World	433	0.0	15.64
World	434	0.0	15.64
World	435	0.0	15.64
World	436	0.0	15.64
World	437	0.0	15.64
World	438	0.0	15.64
World	439	0.0	15.64
World	440	0.0	15.64
World	441	0.65	15.64
World	442	0.0	14.99
World	443	0.0	14.99
World	444	0.0	14.99
World	445	0.23	14.99
World	446	0.0	14.76
World	447	0.0	14.76
World	448	0.0	14.76
World	449	0.15	14.76
World	450	0.0	14.61
World	451	0.0	14.61
World	452	0.0	14.61
World	453	0.0	14.61
World	454	1.04	14.61
World	455	0.18	13.58
World	456	0.0	13.4
World	457	0.0	13.4
World	458	0.0	13.4
World	459	0.0	13.4
World	460	0.0	13.4
World	461	0.0	13.4
World	462	0.0	13.4
World	463	0.0	13.4
World	464	0.0	13.4
World	465	0.0	13.4
World	466	0.0	13.4
World	467	0.0	13.4
World	468	0.0	13.4
World	469	0.0	13.4
World	470	0.0	13.4
World	471	0.22	13.4
World	472	0.0	13.18
World	473	0.0	13.18
World	474	0.0	13.18
World	475	0.0	13.18
World	476	1.79	13.18
World	477	0.0	11.39
World	478	0.0	11.39
World	479	0.0	11.39
World	480	0.0	11.39
World	481	0.0	11.39
World	482	0.0	11.39
World	483	0.0	11.39
World	484	0.79	11.39
World	485	0.0	10.6
World	486	0.0	10.6
World	487	0.0	10.6
World	488	0.0	10.6
World	489	0.0	10.6
World	490	0.0	10.6
World	491	0.0	10.6
World	492	0.0	10.6
World	493	0.0	10.6
World	494	0.0	10.6
World	495	0.0	10.6
World	496	0.0	10.6
World	497	0.0	10.6
World	498	0.0	10.6
World	499	0.0	10.6
World	500	0.0	10.6
World	501	0.0	10.6
World	502	0.0	10.6
World	503	0.0	10.6
World	504	0.0	10.6
World	505	0.0	10.6
World	506	1.27	10.6
World	507	0.0	9.33
World	508	0.0	9.33
World	509	0.0	9.33
World	510	0.0	9.33
World	511	0.0	9.33
World	512	0.0	9.33
World	513	0.0	9.33
World	514	0.0	9.33
World	515	0.0	9.33
World	516	0.0	9.33
World	517	0.0	9.33
World	518	0.0	9.33
World	519	1.05	9.33
World	520	0.0	8.28
World	521	0.0	8.28
World	522	0.0	8.28
World	523	0.0	8.28
World	524	0.14	8.28
World	525	0.0	8.15
World	526	0.0	8.15
World	527	0.0	8.15
World	528	0.0	8.15
World	529	0.0	8.15
World	530	0.0	8.15
World	531	0.0	8.15
World	532	0.0	8.15
World	533	0.0	8.15
World	534	0.0	8.15
World	535	0.0	8.15
World	536	0.0	8.15
World	537	0.0	8.15
World	538	0.0	8.15
World	539	0.04	8.15
World	540	0.0	8.11
World	541	1.81	8.11
World	542	0.0	6.3
World	543	0.0	6.3
World	544	0.0	6.3
World	545	0.0	6.3
World	546	0.0	6.3
World	547	0.0	6.3
World	548	0.0	6.3
World	549	0.0	6.3
World	550	0.0	6.3
World	551	0.0	6.3
World	552	0.0	6.3
World	553	0.0	6.3
World	554	0.0	6.3
World	555	0.0	6.3
World	556	0.0	6.3
World	557	0.0	6.3
World	558	0.0	6.3
World	559	0.0	6.3
World	560	0.0	6.3
World	561	0.0	6.3
World	562	0.0	6.3
World	563	0.26	6.3
World	564	0.0	6.04
World	565	0.0	6.04
World	566	0.0	6.04
World	567	0.0	6.04
World	568	0.0	6.04
World	569	0.0	6.04
World	570	0.0	6.04
World	571	0.0	6.04
World	572	0.0	6.04
World	573	0.0	6.04
World	574	0.0	6.04
World	575	0.0	6.04
World	576	0.0	6.04
World	577	0.0	6.04
World	578	0.07	6.04
World	579	0.0	5.97
World	580	0.0	5.97
World	581	0.0	5.97
World	582	0.0	5.97
World	583	0.0	5.97
World	584	0.0	5.97
World	585	0.39	5.97
World	586	0.0	5.58
World	587	0.0	5.58
World	588	0.0	5.58
World	589	0.0	5.58
World	590	0.0	5.58
World	591	0.0	5.58
World	592	0.0	5.58
World	593	0.0	5.58
World	594	0.0	5.58
World	595	0.0	5.58
World	596	0.0	5.58
World	597	0.0	5.58
World	598	0.63	5.58
World	599	0.0	4.95
World	600	0.1	4.95
World	601	0.0	4.85
World	602	0.0	4.85
World	603	0.0	4.85
World	604	0.0	4.85
World	605	0.0	4.85
World	606	0.0	4.85
World	607	0.0	4.85
World	608	0.0	4.85
World	609	0.0	4.85
World	610	0.0	4.85
World	611	0.0	4.85
World	612	0.0	4.85
World	613	0.16	4.85
World	614	0.0	4.69
World	615	0.0	4.69
World	616	0.0	4.69
World	617	0.0	4.69
World	618	0.0	4.69
World	619	0.0	4.69
World	620	1.08	4.69
World	621	0.0	3.61
World	622	0.0	3.61
World	623	0.0	3.61
World	624	0.0	3.61
World	625	0.0	3.61
World	626	0.0	3.61
World	627	0.0	3.61
World	628	0.0	3.61
World	629	0.0	3.61
World	630	0.0	3.61
World	631	0.0	3.61
World	632	0.0	3.61
World	633	0.0	3.61
World	634	0.0	3.61
World	635	0.28	3.61
World	636	0.0	3.32
World	637	0.0	3.32
World	638	0.0	3.32
World	639	0.0	3.32
World	640	0.0	3.32
World	641	0.0	3.32
World	642	0.0	3.32
World	643	0.0	3.32
World	644	0.0	3.32
World	645	0.0	3.32
World	646	0.0	3.32
World	647	0.05	3.32
World	648	0.0	3.27
World	649	0.0	3.27
World	650	0.0	3.27
World	651	0.0	3.27
World	652	0.0	3.27
World	653	0.0	3.27
World	654	0.0	3.27
World	655	0.0	3.27
World	656	0.0	3.27
World	657	0.0	3.27
World	658	0.0	3.27
World	659	0.0	3.27
World	660	0.0	3.27
World	661	0.0	3.27
World	662	0.0	3.27
World	663	0.0	3.27
World	664	0.0	3.27
World	665	0.0	3.27
World	666	0.0	3.27
World	667	0.0	3.27
World	668	0.0	3.27
World	669	0.08	3.27
World	670	0.0	3.19
World	671	0.0	3.19
World	672	0.0	3.19
World	673	0.0	3.19
World	674	0.0	3.19
World	675	0.0	3.19
World	676	0.0	3.19
World	677	0.0	3.19
World	678	0.0	3.19
World	679	0.0	3.19
World	680	0.0	3.19
World	681	0.0	3.19
World	682	0.13	3.19
World	683	0.0	3.06
World	684	0.0	3.06
World	685	0.0	3.06
World	686	0.0	3.06
World	687	0.0	3.06
World	688	0.0	3.06
World	689	0.0	3.06
World	690	0.0	3.06
World	691	0.0	3.06
World	692	0.0	3.06
World	693	0.0	3.06
World	694	0.0	3.06
World	695	0.0	3.06
World	696	0.0	3.06
World	697	0.0	3.06
World	698	0.0	3.06
World	699	0.0	3.06
World	700	0.0	3.06
World	701	0.0	3.06
World	702	0.0	3.06
World	703	0.0	3.06
World	704	0.22	3.06
World	705	0.0	2.84
World	706	0.0	2.84
World	707	0.0	2.84
World	708	0.15	2.84
World	709	0.0	2.69
World	710	0.0	2.69
World	711	0.0	2.69
World	712	0.0	2.69
World	713	0.0	2.69
World	714	0.0	2.69
World	715	0.0	2.69
World	716	0.0	2.69
World	717	0.0	2.69
World	718	0.0	2.69
World	719	0.0	2.69
World	720	0.0	2.69
World	721	0.24	2.69
World	722	0.0	2.44
World	723	0.0	2.44
World	724	0.0	2.44
World	725	0.0	2.44
World	726	0.0	2.44
World	727	0.0	2.44
World	728	0.0	2.44
World	729	0.0	2.44
World	730	0.0	2.44
World	731	0.0	2.44
World	732	0.0	2.44
World	733	0.0	2.44
World	734	0.0	2.44
World	735	0.0	2.44
World	736	0.0	2.44
World	737	0.0	2.44
World	738	0.0	2.44
World	739	0.0	2.44
World	740	0.0	2.44
World	741	0.0	2.44
World	742	0.0	2.44
World	743	0.79	2.44
World	744	0.0	1.65
World	745	0.0	1.65
World	746	0.0	1.65
World	747	0.0	1.65
World	748	0.0	1.65
World	749	0.0	1.65
World	750	0.0	1.65
World	751	0.0	1.65
World	752	0.0	1.65
World	753	0.0	1.65
World	754	0.0	1.65
World	755	0.0	1.65
World	756	0.0	1.65
World	757	0.0	1.65
World	758	0.0	1.65
World	759	0.0	1.65
World	760	0.0	1.65
World	761	0.0	1.65
World	762	0.0	1.65
World	763	0.0	1.65
World	764	0.0	1.65
World	765	0.64	1.65
World	766	0.0	1.01
World	767	0.0	1.01
World	768	0.0	1.01
World	769	0.0	1.01
World	770	0.0	1.01
World	771	0.0	1.01
World	772	0.0	1.01
World	773	0.0	1.01
World	774	0.0	1.01
World	775	0.0	1.01
World	776	0.0	1.01
World	777	0.0	1.01
World	778	1.01	1.01


